FID;Naiset;Miehet;Ko_perus;Ko_yliop;Ko_ammat;Ko_al_kork;Ko_yl_kork;Tp_tyopy;Ra_pt_as;Ra_kt_as;Ra_muu_as;Pt_tyoll;Pt_tyott;Viipyma_arki;Viipyma_vkl;AC_laturit;DC_laturit;count_Acc_First;count_Business_First;count_Eat_First;count_Gov_First;count_Health_First;count_Leisure_First;count_Shop1_First;count_Shop2_First;count_Sport_First;count_Tourism_First;count_Trans_First;KAC_First;KDC_First;Kvl2_First;Hr_mtu_First;Kika2_First;Te_takk2_First;Pistokkeet
632;20;13;11;1;13;4;1;30;18;4;2;11;1;802;592;2;0;1;9;6;6;5;0;1;20;0;2;4;4;2;5780;17981;54,28;1,54;2
633;21;16;13;1;17;6;1;20;16;11;2;12;2;388;291;2;0;0;7;5;6;2;2;0;16;0;1;9;11;0;5429;16971;53,1;1,52;2
634;18;13;9;1;12;6;1;4;23;0;1;12;1;575;346;0;2;3;4;2;2;3;0;1;15;0;0;3;1;6;4757;20706;51,01;1,6;2
635;26;20;13;1;19;9;2;43;21;11;2;16;2;427;296;2;0;1;12;12;8;6;7;3;51;2;4;7;10;0;4696;19067;53,89;1,68;2
636;54;53;13;4;39;23;8;6;42;10;0;51;5;499;440;2;0;0;2;1;3;3;0;0;9;0;0;18;9;0;4252;24243;38,48;2,11;2
637;15;13;6;1;13;8;3;8;17;5;0;16;0;460;345;2;0;0;4;1;3;4;0;0;12;0;3;8;5;0;9385;21515;47,25;1,8;2
638;14;15;8;1;11;5;2;25;9;14;0;14;1;696;447;2;0;0;3;2;4;0;1;0;17;0;0;4;4;0;4862;18919;47,19;1,76;2
639;9;7;5;0;7;4;1;9;9;0;0;7;1;755;632;2;0;0;0;0;0;1;0;0;0;0;0;3;11;0;5429;23444;49,76;1,75;2
640;28;19;18;1;18;8;2;60;14;16;10;13;1;1247;827;2;0;1;12;11;12;10;3;0;36;1;5;11;3;1;5072;18655;59,41;1,47;2
641;46;49;29;4;29;17;7;26;29;34;4;38;4;535;299;2;0;2;5;4;2;1;3;0;17;0;3;8;26;2;;20542;46,63;1,79;2
642;21;17;11;1;15;6;2;15;21;6;0;16;2;342;277;2;0;0;6;1;6;1;1;0;8;0;1;5;11;0;5429;22330;50,76;1,66;2
643;20;16;13;0;16;4;1;19;27;1;1;11;2;966;749;2;0;0;5;2;4;3;0;0;6;0;1;5;3;0;2057;18144;57,82;1,5;2
644;12;11;4;1;8;6;4;5;14;1;1;12;0;590;502;2;0;0;3;4;0;2;1;0;9;0;1;7;2;0;2154;26242;47,95;1,79;2
645;7;8;3;1;7;4;0;3;8;0;0;9;0;503;353;2;0;0;2;1;1;1;0;0;3;0;0;4;2;4;6222;25591;45,1;2,35;2
646;17;13;10;1;16;5;2;15;13;11;2;11;1;388;291;2;0;0;7;6;6;2;2;0;15;0;3;9;11;0;2349;16971;53,54;1,5;2
647;11;13;4;1;8;6;3;30;8;4;0;13;1;504;348;0;2;0;2;4;1;0;0;0;15;0;0;22;6;9;34335;28044;40,62;2,17;2
648;41;43;16;1;39;17;4;8;27;20;0;40;5;590;387;2;0;0;1;0;2;0;0;0;7;0;0;11;8;3;;23112;45,93;1,87;2
649;68;63;12;4;40;26;11;10;32;25;0;59;7;1024;747;2;0;0;0;0;5;1;0;0;6;0;0;18;2;0;;26025;34,76;2,34;2
650;17;14;5;1;12;7;3;27;16;4;2;14;1;852;566;2;0;3;8;6;4;6;5;1;28;0;1;8;7;0;6424;24509;43,01;1,97;2
651;21;21;10;1;18;7;2;8;22;3;0;16;2;642;466;2;0;0;4;0;5;2;0;0;5;0;0;10;2;0;5474;23519;52,69;1,77;2
652;17;14;4;1;10;9;5;4;16;0;0;25;0;1038;831;2;0;0;0;0;1;0;0;0;2;0;0;5;2;0;3863;28235;34,84;2,73;2
653;32;35;27;3;23;9;3;95;15;32;2;28;4;811;576;2;0;2;9;10;3;5;4;1;38;0;1;9;27;3;7385;16897;45,84;1,72;2
654;0;0;0;0;0;0;0;2;0;0;0;0;0;832;789;1;1;0;0;0;0;0;0;0;0;0;0;3;1;0;6489;0;78;0;2
655;10;8;12;0;11;3;0;8;16;0;1;8;0;707;510;2;0;0;5;1;3;3;0;0;4;0;1;6;2;0;1354;18726;60,5;1,41;2
656;228;174;53;48;110;103;60;351;2;295;4;168;18;6361;3853;2;0;9;36;111;22;55;36;5;218;5;20;36;38;10;;22480;48,3;1,47;2
657;49;32;23;2;36;14;4;86;4;64;2;20;3;1795;1319;1;1;1;20;14;6;8;4;1;42;0;3;12;5;3;18004;18184;59,25;1,37;2
658;4;4;1;3;1;1;1;329;1;4;0;2;1;2581;2040;1;1;0;7;4;3;5;0;1;32;0;1;13;11;5;35879;8909;31,73;1,73;2
659;4;4;1;3;1;1;1;312;1;4;0;2;1;2581;2040;2;0;0;7;4;3;5;0;1;32;0;1;13;11;6;35879;8909;31,73;1,73;2
660;55;41;35;3;44;11;2;63;2;106;0;22;7;312;220;1;1;0;18;16;3;8;4;2;46;0;1;23;6;5;7995;17640;58,87;1,35;2
661;10;11;3;1;7;5;2;39;7;5;0;11;1;776;699;1;1;0;2;4;1;0;0;0;15;0;0;23;6;10;34335;28044;41,29;2,08;2
662;8;8;7;1;6;3;1;7;9;0;1;8;2;717;529;2;0;0;6;2;4;2;1;0;5;0;2;4;2;0;1518;20227;48,8;1,74;2
663;15;15;8;1;10;5;1;48;6;10;0;12;1;2762;2193;1;1;1;12;7;2;0;0;3;37;0;0;5;57;19;13329;16196;41,61;1,92;2
664;18;18;6;1;14;7;3;20;20;0;0;20;2;144;0;1;1;0;0;1;0;0;0;0;4;0;0;13;7;4;7682;22510;43,33;2,03;2
665;18;18;6;2;14;12;2;21;15;0;0;26;1;644;418;1;1;0;1;2;0;0;0;0;8;0;0;3;19;2;9446;26778;39,19;2,72;2
666;27;26;11;1;22;9;1;19;24;14;0;21;3;896;798;1;1;0;0;2;1;0;1;0;6;0;0;20;6;1;9440;20587;48,71;1,71;2
667;36;33;14;1;29;11;4;14;28;14;0;29;5;299;175;1;1;0;0;2;2;1;0;1;5;0;0;17;5;3;14619;22828;41,86;1,96;2
668;43;39;21;2;39;14;4;44;24;41;0;32;7;1622;1044;1;1;0;5;5;5;1;2;1;20;0;2;26;6;0;;20025;48,82;1,64;2
669;33;32;12;1;20;11;5;46;18;19;0;23;5;2195;1856;1;1;0;9;6;9;2;0;0;46;0;1;16;15;14;23004;22568;39,63;2,02;2
670;29;33;27;3;22;8;2;91;12;31;1;25;4;811;576;2;0;2;9;10;3;5;4;1;39;0;1;8;27;3;7385;16897;45,96;1,7;2
671;17;14;10;1;15;4;1;12;16;10;1;11;2;519;310;1;1;0;2;3;1;2;0;1;18;0;1;6;15;2;5992;16751;49,63;1,52;2
672;42;38;20;2;35;13;4;45;20;39;1;28;5;1726;1207;2;0;0;4;8;4;1;2;0;24;2;0;25;8;3;;19607;50,17;1,62;2
673;38;26;27;2;29;11;3;72;11;40;6;18;4;1012;671;1;1;2;9;8;8;7;4;1;37;1;3;11;1;0;5547;16583;57,12;1,48;2
674;15;18;6;2;12;6;2;25;16;0;0;14;0;482;341;2;0;0;1;1;1;1;0;0;9;0;0;0;4;0;4862;23264;45,23;2,44;2
675;25;24;10;2;16;12;5;28;26;1;0;24;1;215;128;1;1;2;2;3;1;1;0;0;2;0;0;11;15;14;35879;24473;43,21;1,97;2
676;0;0;0;0;0;0;0;88;0;0;0;0;0;2829;844;2;0;0;4;3;0;0;0;0;4;0;0;10;2;0;12079;0;34;0;2
677;2;3;1;0;2;1;0;50;3;0;0;3;0;1120;660;2;0;0;3;2;0;0;0;0;17;0;0;2;26;19;7973;26532;37,55;2,02;2
678;21;16;6;1;12;11;4;38;5;22;0;14;1;1129;794;2;0;2;4;4;1;1;0;0;8;0;0;8;5;0;29284;22181;52,89;1,76;2
679;4;5;1;0;3;2;1;5;3;0;0;4;1;2185;1831;1;1;0;2;1;0;0;1;0;2;0;0;9;5;5;18119;27439;40,39;2,67;2
680;21;22;4;3;10;12;9;78;14;7;0;27;1;3305;3100;2;0;0;10;5;0;3;0;2;44;0;0;9;38;10;13583;27917;36,22;2,11;2
681;61;55;21;5;39;27;12;39;29;38;1;49;3;2784;1659;2;0;1;7;5;7;2;2;0;30;0;1;21;28;9;13583;22826;47,07;1,87;2
682;64;63;20;10;40;26;14;73;20;70;1;54;6;1731;913;1;1;1;4;13;4;4;1;0;33;1;1;21;40;4;;20365;46,1;1,61;2
683;44;38;28;3;35;11;3;55;6;91;1;23;8;741;0;2;0;2;17;13;4;9;3;2;56;1;1;26;6;6;7799;16821;54,57;1,39;2
684;11;8;8;2;15;6;2;23;13;0;1;15;1;381;152;2;0;0;0;1;3;0;0;0;4;1;0;13;12;0;5912;21075;51,43;1,52;2
685;20;18;11;1;17;6;2;37;5;35;1;13;4;1326;793;2;0;1;3;13;1;4;3;0;19;1;1;11;3;4;9541;17463;50,32;1,39;2
686;236;179;63;69;132;98;49;402;9;352;5;185;22;2164;1304;2;0;11;40;116;23;61;34;5;260;4;15;42;38;10;31121;19616;43,18;1,44;2
687;39;31;23;2;31;11;3;42;14;46;1;22;2;507;262;1;1;3;9;14;9;7;11;0;34;1;11;17;1;0;5437;17462;57,2;1,45;2
688;17;18;4;1;14;11;5;3;16;0;0;26;1;1037;753;2;0;0;2;2;1;0;0;0;2;0;0;3;2;0;1425;27424;39;2,46;2
689;19;18;4;1;18;10;2;46;22;3;0;22;1;1120;660;2;0;0;4;9;3;0;0;0;24;0;1;12;34;25;7973;25807;43,14;1,89;2
690;212;171;54;36;116;96;49;208;10;288;1;169;21;1817;1175;1;1;5;11;37;9;31;20;0;97;3;5;30;35;3;;21314;47,57;1,5;2
691;0;0;0;0;0;0;0;4;0;0;0;0;0;246;173;2;0;0;1;0;0;0;0;0;1;0;0;0;2;0;1025;0;0;0;2
692;4;4;1;0;3;2;0;14;5;0;0;4;1;532;425;1;1;0;2;1;0;0;1;0;5;0;0;3;13;0;5736;22296;41,36;1,92;2
693;22;21;5;2;9;12;9;85;16;4;0;25;2;3305;3100;2;0;0;11;5;0;2;0;2;44;0;1;10;47;10;13583;27917;39,04;2,35;2
694;3;3;1;0;2;1;0;4;3;0;0;3;0;222;0;2;0;0;0;0;1;0;0;0;1;1;0;1;2;0;3091;25224;36,25;0;2
695;12;9;7;0;9;4;1;19;8;7;0;9;0;728;401;1;1;0;1;3;3;2;1;0;14;1;1;2;3;0;5072;17693;50,1;1,52;2
696;3;4;2;0;2;0;0;17;5;1;0;3;1;1113;772;2;0;0;1;0;0;0;0;0;0;0;0;5;5;1;837;22416;40,42;1,85;2
697;0;0;0;0;0;0;0;75;0;0;0;0;0;424;244;2;0;0;1;0;0;0;0;0;1;0;0;3;2;0;2488;0;0;0;2
698;2;2;1;0;2;1;0;17;3;0;0;1;0;458;162;2;0;0;2;1;0;1;0;0;3;0;0;1;20;0;2394;22195;52,49;1,9;2
699;18;17;5;1;14;8;2;26;20;5;2;15;1;1333;779;2;0;4;0;3;5;2;4;0;9;0;2;23;13;0;;24393;46,46;1,81;2
700;28;25;11;9;15;10;4;114;9;25;1;24;2;4279;2727;2;0;1;10;10;5;5;3;1;27;1;0;22;82;12;13583;18633;44,47;1,56;2
701;30;30;10;2;23;12;5;18;23;9;1;27;4;725;503;2;0;0;1;5;6;0;0;0;17;0;2;20;18;0;11889;23405;46,46;1,97;2
702;9;9;3;0;6;4;1;43;6;2;0;8;0;2762;2193;0;2;1;10;5;1;0;0;2;29;0;0;6;57;18;13329;24232;43,9;2,3;2
703;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;2;0;1462;0;0;0;2
704;2;2;0;0;0;0;0;2;3;0;0;0;0;1134;937;0;2;0;0;1;0;0;0;0;1;0;1;4;0;0;3176;0;56,62;0;2
705;0;0;0;0;0;0;0;7;0;0;0;0;0;547;546;2;0;0;0;1;0;0;0;0;0;0;0;2;6;0;1273;0;0;0;2
706;0;0;0;0;0;0;0;41;0;0;0;0;0;271;329;2;0;0;0;0;0;0;0;0;0;0;0;4;2;0;3610;0;0;0;2
707;0;0;0;0;0;0;0;5;0;0;0;0;0;684;883;2;0;10;0;6;0;0;3;0;3;1;0;3;2;0;989;0;51;0;2
708;2;3;0;0;2;1;1;7;3;0;0;3;0;548;510;2;0;0;0;1;0;0;0;0;0;0;0;4;2;0;1689;28407;39;1,4;2
709;73;66;19;35;37;31;16;103;16;94;4;63;7;1619;702;2;0;2;1;1;8;1;2;0;16;0;1;10;30;6;1692;16695;33;1,54;2
710;3;3;2;0;3;1;0;2;4;0;0;2;2;212;268;2;0;1;0;0;3;1;0;0;2;0;0;5;2;0;1023;16126;48,59;0;2
711;2;3;1;0;2;0;0;1;3;0;0;0;0;411;331;2;0;0;0;1;1;0;0;0;1;0;0;4;2;0;1544;16381;54,37;0;2
712;83;75;24;43;47;39;20;110;14;111;4;75;8;1619;702;2;0;2;2;1;8;1;1;0;16;0;1;12;39;7;1692;16695;33,07;1,52;2
713;2;3;0;0;4;0;0;12;4;0;0;2;1;372;331;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;450;14571;38,68;1,5;2
714;41;41;13;7;22;16;10;127;19;29;6;31;4;2369;1170;1;1;2;4;4;7;3;4;0;8;2;2;21;21;0;13049;24897;40,2;1,64;2
715;9;9;9;0;8;2;0;9;13;0;0;7;1;0;0;2;0;0;1;0;5;5;0;0;2;0;1;4;4;0;2677;18203;46,46;1,87;2
716;3;3;0;0;0;0;0;0;4;0;0;0;0;245;300;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;593;0;48,77;0;2
717;14;14;9;0;13;3;1;13;18;0;0;11;1;305;72;2;0;1;4;0;6;5;0;0;2;0;1;6;4;0;2677;19830;45,24;2,01;2
718;8;8;4;1;6;5;1;3;8;1;0;9;1;1309;886;2;0;0;0;2;0;0;0;0;1;0;1;10;13;4;32704;24939;42,2;2,39;2
719;3;3;1;0;2;2;1;44;3;0;0;3;0;1698;781;2;0;0;12;3;0;1;0;0;13;0;0;14;8;8;9622;30632;46,35;1,98;2
720;31;25;14;1;25;11;3;42;34;5;1;22;3;1100;674;2;0;0;9;7;13;1;3;1;33;0;0;3;10;4;7737;19251;49,02;1,64;2
721;0;0;0;0;0;0;0;172;0;0;0;0;0;780;545;2;0;0;12;12;2;2;3;2;31;2;0;7;40;16;14705;0;71;0;2
722;0;0;0;0;0;0;0;4;0;0;0;0;0;177;134;2;0;1;0;0;0;0;0;0;1;1;0;4;3;0;299;0;32;0;2
723;2;2;0;0;1;1;0;13;2;0;1;3;0;1414;1717;2;0;13;3;17;1;0;6;0;10;1;1;4;7;7;5538;29170;42,23;1,9;2
724;1;2;1;0;0;0;0;48;1;0;1;0;0;3495;3640;2;0;24;7;37;0;3;23;0;31;1;3;10;9;5;4626;19039;38,63;0;2
725;2;3;0;0;0;0;0;3;2;0;1;0;0;170;139;2;0;2;0;0;1;0;1;0;4;1;0;2;2;0;422;0;42,06;0;2
726;32;27;12;2;29;11;4;30;27;9;3;31;3;439;439;2;0;2;11;8;6;2;2;0;27;0;1;3;8;8;6757;22970;43,19;1,72;2
727;5;4;3;0;3;1;0;4;7;0;0;4;0;1675;1402;2;0;1;2;4;1;0;0;0;8;0;0;10;4;1;3622;22427;43,35;2;2
728;60;47;34;2;44;16;4;111;11;72;2;30;4;1306;738;2;0;6;17;15;11;13;2;1;49;1;2;8;8;7;8374;19557;59,34;1,44;2
729;174;132;53;64;81;72;33;264;4;289;16;110;21;1771;1131;2;0;9;36;81;11;35;25;5;170;2;8;27;22;12;;17707;43,67;1,39;2
730;23;24;4;2;15;13;6;33;18;5;0;25;3;1880;1718;2;0;0;5;9;0;1;1;1;20;2;0;8;21;21;44592;26380;42,26;2,15;2
731;160;122;49;56;78;67;31;187;6;254;10;103;19;1771;1131;2;0;8;33;58;9;26;16;4;140;3;6;20;24;12;19130;17707;44,38;1,39;2
732;3;3;0;1;3;1;1;3;5;0;0;6;0;2134;2209;2;0;6;3;9;0;1;8;0;13;1;1;5;11;0;2241;24447;34,64;1,72;2
733;29;24;9;2;25;13;5;55;24;3;0;31;3;366;215;0;2;2;5;17;8;3;0;3;43;0;0;13;1;1;25482;23291;42,75;2,15;2
734;4;4;1;0;3;1;1;98;5;3;0;4;1;3083;2742;0;2;0;7;7;6;4;2;1;41;0;0;14;27;6;14740;23194;38,26;1,77;2
735;34;30;20;2;31;10;3;41;18;29;5;29;3;578;356;2;0;2;14;9;7;1;2;2;49;2;2;4;9;3;4745;18724;49,16;1,53;2
736;26;22;16;1;20;7;1;34;18;14;4;14;3;1011;1011;2;0;2;7;6;5;4;0;0;30;1;0;12;17;7;8354;17708;50,15;1,61;2
737;27;27;9;1;21;9;2;29;26;1;0;22;2;1037;648;2;0;0;0;4;4;0;0;0;8;0;0;11;8;3;15188;24197;43,98;2,2;2
738;0;0;0;0;0;0;0;2;0;0;0;0;0;1646;2055;2;0;2;0;4;0;0;2;0;2;0;0;1;7;0;500;0;0;0;2
739;10;7;4;1;11;4;2;16;8;0;4;10;1;374;325;0;2;5;6;5;2;1;1;0;18;0;3;8;0;0;1836;22070;43,63;1,8;2
740;71;53;32;6;43;26;8;180;11;103;3;35;8;3937;2224;2;0;4;21;39;5;25;8;2;92;2;2;18;15;7;;19083;54,19;1,38;2
741;0;0;0;0;0;0;0;114;0;0;1;0;0;5732;4601;0;2;0;10;10;1;2;1;2;55;0;0;10;18;7;23592;0;54,5;0;2
742;1;2;0;0;0;0;0;1;0;0;0;0;0;1013;1129;2;0;1;0;1;0;0;0;0;0;0;0;2;4;2;1605;0;51;0;2
743;0;1;0;0;0;0;0;2;0;0;0;0;0;1100;1105;2;0;0;0;3;0;0;0;0;0;0;0;4;2;0;3507;0;39;0;2
744;1;2;1;0;2;0;0;27;2;0;0;2;0;1050;1238;1;1;0;5;6;1;0;0;0;1;0;0;2;1;1;11959;20141;58,47;0;2
745;0;0;0;0;0;0;0;1;0;0;0;0;0;89;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;;0;0;0;2
746;25;22;15;1;20;6;1;33;16;14;4;15;3;1011;1011;2;0;1;7;6;5;4;0;0;30;1;0;10;16;7;8354;19952;48,77;1,63;2
747;48;38;37;1;32;9;1;53;36;26;5;17;4;200;0;2;0;1;8;5;4;6;0;0;27;0;2;7;17;7;8354;17708;57,5;1,49;2
748;9;10;2;2;5;5;4;61;8;0;0;11;1;491;286;2;0;3;2;4;1;1;0;0;2;0;0;2;2;0;14726;35212;36,4;2,83;2
749;8;8;3;0;7;5;1;5;9;0;0;10;1;656;536;2;0;0;0;1;4;1;0;0;3;0;0;6;4;2;3941;25275;36,34;1,8;2
750;17;16;8;0;14;5;1;12;18;0;2;13;1;488;245;2;0;1;3;3;4;5;0;0;15;0;2;8;2;0;5689;20321;52,86;1,91;2
751;21;21;15;1;23;6;2;35;21;7;2;17;3;708;447;2;0;1;9;9;5;5;2;1;26;0;2;5;10;4;7737;17653;46,73;1,73;2
752;16;13;6;1;13;7;2;47;27;1;0;12;2;1439;1061;0;2;0;11;3;0;1;0;0;28;1;0;6;18;5;14535;21915;49,35;1,54;2
753;31;27;10;2;24;12;5;33;22;10;1;22;3;1036;718;2;0;0;0;2;8;2;1;0;3;1;3;8;4;2;7168;24678;43,3;1,93;2
754;16;14;8;1;13;5;2;29;20;4;4;10;1;464;340;0;2;2;5;3;5;6;1;0;11;0;3;3;1;1;3362;19789;57,17;1,6;2
755;44;47;18;3;39;17;4;10;30;26;2;42;8;785;612;0;2;1;2;1;3;4;0;0;6;0;0;19;4;3;7296;23158;41,08;1,74;2
756;59;48;29;5;40;22;6;104;17;86;2;34;8;1064;742;2;0;5;22;38;4;19;8;2;96;2;0;19;18;7;14535;18700;52,81;1,38;2
757;24;26;9;1;22;9;2;6;21;0;0;22;2;199;0;0;2;0;1;1;1;1;0;0;8;0;0;13;1;1;8321;23516;43,12;2,5;2
758;0;0;0;0;0;0;0;0;0;0;0;0;0;249;174;2;0;0;0;0;0;0;0;0;1;0;0;3;2;0;1012;0;0;0;2
759;2;3;0;0;0;0;0;7;3;0;0;0;0;507;407;2;0;2;0;0;0;0;1;0;1;0;0;2;2;0;1836;0;38,72;0;2
760;0;0;0;0;0;0;0;73;0;0;0;0;0;870;0;0;2;0;5;5;1;1;0;0;11;0;0;2;41;18;14705;0;0;0;2
761;32;38;21;2;29;8;2;16;15;50;0;23;7;1008;676;2;0;0;6;2;2;1;0;0;11;0;0;15;20;7;7738;20102;45,3;1,62;2
762;29;35;21;2;27;7;2;21;12;57;0;21;7;1731;1116;2;0;0;9;2;2;1;0;0;14;0;0;13;20;7;7738;19483;45,07;1,56;2
763;41;36;4;2;19;22;13;5;31;3;0;42;3;440;336;2;0;0;2;1;1;0;1;0;4;0;0;17;16;0;6764;26993;36,36;2,43;2
764;51;44;23;7;31;19;9;177;24;39;9;36;6;355;119;2;0;0;1;1;6;5;2;0;10;0;1;15;12;1;;19386;45,69;1,46;2
765;48;51;4;3;21;19;10;10;28;3;0;41;2;1016;859;2;0;0;0;0;2;0;0;0;2;0;0;4;2;0;4292;30685;25,82;3,2;2
766;27;28;8;2;21;10;4;5;28;0;0;24;3;960;783;2;0;0;2;3;6;1;1;0;11;0;1;13;2;0;10823;23301;46,62;2,03;2
767;10;11;5;1;9;3;1;58;11;4;1;8;2;1605;1387;0;2;1;16;7;1;2;1;3;52;2;0;19;16;10;11624;23633;42,75;2,09;2
768;25;23;9;2;22;9;3;45;18;9;2;24;3;1324;1020;2;0;3;11;6;9;1;5;0;25;0;1;6;4;8;6757;24256;43,28;1,98;2
769;24;21;10;2;16;9;5;78;8;19;3;23;2;483;0;2;0;0;1;1;2;4;0;0;3;0;1;3;12;1;;24727;43,31;1,74;2
770;5;6;2;0;6;2;0;4;5;0;0;6;0;156;65;2;0;0;3;0;1;0;0;0;4;0;1;7;2;0;3180;25418;38,66;2,5;2
771;2;2;2;1;0;0;0;69;0;2;1;2;0;2238;378;2;0;0;14;7;2;1;0;0;29;0;0;3;13;9;22130;8953;31,54;2,1;2
772;7;7;4;0;6;1;0;2;6;0;0;6;0;470;351;2;0;0;1;0;2;1;0;0;3;0;1;8;2;0;762;22967;37,37;1,6;2
773;46;42;14;26;22;21;11;60;13;61;4;36;4;1619;702;2;0;1;1;1;7;2;4;0;13;0;0;7;20;0;6764;15188;33,11;1,55;2
774;32;40;23;2;34;9;2;7;18;47;0;28;8;1008;676;2;0;0;0;2;2;1;0;0;8;0;0;17;20;7;5974;20801;44,75;1,62;2
775;31;26;15;1;22;9;3;52;22;24;3;17;3;645;276;2;0;3;12;8;10;11;6;1;34;1;4;12;3;1;6263;18162;56,86;1,59;2
776;9;8;3;0;9;3;1;37;10;1;0;10;1;1414;2010;0;2;1;11;7;1;1;2;3;36;0;4;11;8;5;5120;24735;45,78;2,11;2
777;52;39;29;4;38;14;4;88;5;86;7;30;7;2031;1160;2;0;1;17;17;9;8;2;0;65;0;2;11;11;3;10745;18251;52,52;1,3;2
778;22;19;11;1;16;4;1;38;23;1;1;14;2;557;346;1;1;0;5;4;8;6;3;0;13;0;3;15;21;0;3156;19572;47,11;1,88;2
779;12;13;8;1;11;5;1;16;14;2;1;10;1;489;283;1;1;2;3;3;8;6;1;0;9;1;0;6;1;0;4638;21109;50,4;1,91;2
780;30;25;12;1;24;7;2;41;23;13;1;18;4;822;591;1;1;1;9;6;10;4;5;0;24;1;1;11;1;0;8286;19447;47,92;1,68;2
781;23;20;15;1;17;7;2;28;22;7;2;13;2;644;483;1;1;1;7;3;3;3;2;0;18;0;3;7;4;0;2958;19366;58,86;1,56;2
782;26;19;20;1;18;6;2;34;20;8;6;12;3;578;452;1;1;1;4;2;7;5;2;0;18;0;0;6;5;4;2918;16613;62,29;1,35;2
783;18;17;9;1;19;6;1;18;20;0;1;16;2;745;507;1;1;1;3;6;4;5;0;0;16;0;3;12;1;2;8321;22228;47,56;2,1;2
784;52;60;21;6;48;19;4;48;37;34;5;48;11;943;658;1;1;1;2;2;6;4;0;0;8;0;0;21;4;4;7296;22524;40,67;1,64;2
785;0;0;0;0;0;0;0;6;0;0;0;0;0;549;797;1;1;0;0;0;0;0;0;0;2;0;0;6;8;7;3676;0;0;0;2
786;8;7;6;1;7;2;1;12;15;0;0;6;1;742;627;1;1;0;2;0;2;2;1;0;9;0;1;7;1;0;4744;19299;54,43;1,51;2
787;28;25;12;1;23;7;3;40;18;19;1;19;2;303;133;1;1;3;4;9;9;10;3;0;20;2;4;13;3;0;6263;19273;54,05;1,65;2
788;3;3;1;0;0;0;0;17;0;10;0;0;0;897;650;1;1;4;1;3;1;0;1;0;4;1;1;3;11;4;7675;0;21,07;1,3;2
789;1;2;0;0;1;0;0;93;2;0;0;1;0;1240;1527;0;2;0;7;5;1;1;0;1;31;0;0;4;8;0;10745;25537;45,91;0;2
790;26;27;6;3;18;11;4;8;27;3;0;25;2;1239;971;1;1;11;2;2;2;2;0;0;15;1;0;5;20;4;5625;23588;42,2;2,01;2
791;24;22;13;2;24;7;2;36;21;16;1;19;2;1344;809;2;0;1;14;7;11;6;2;1;34;2;1;6;8;4;5249;20577;49,16;1,56;2
792;183;131;55;33;102;67;31;241;2;278;9;138;20;2128;1675;2;0;48;55;105;21;30;55;3;245;7;10;23;39;8;22344;19405;45,35;1,43;2
793;20;15;17;1;14;5;2;27;20;14;3;8;1;488;393;1;1;0;4;6;6;7;0;0;14;0;2;7;1;0;2444;18114;61,63;1,41;2
794;2;1;0;0;1;1;0;68;1;0;0;1;0;1737;857;2;0;0;10;4;1;1;0;1;26;0;0;13;8;8;9622;31832;40,59;2,2;2
795;0;0;0;0;0;0;0;3;5;0;0;0;0;998;993;2;0;1;0;1;0;0;1;0;0;0;3;1;2;0;127;0;0;0;2
796;87;88;11;22;44;27;24;51;30;68;0;96;7;401;113;2;0;0;7;10;2;3;0;1;30;0;0;6;15;12;29621;25093;28,02;2,04;2
797;135;109;50;20;88;53;16;188;3;195;13;81;15;3067;1996;2;0;3;26;35;18;26;14;0;108;4;9;34;17;14;10339;19241;50,52;1,32;2
798;1;1;0;0;0;0;0;6;2;0;0;1;0;1013;1129;2;0;5;1;9;2;0;4;0;3;0;0;4;2;0;637;27096;43,79;0;2
799;2;1;0;0;1;0;0;2;1;0;0;0;0;2567;3146;2;0;18;0;10;0;2;3;0;6;1;0;5;8;4;2201;0;40,34;0;2
800;29;26;9;1;32;10;2;10;25;8;1;28;4;211;0;2;0;0;5;3;1;3;0;2;7;1;0;9;2;0;11040;21250;45,07;1,79;2
801;20;20;13;1;18;6;2;12;12;30;0;12;4;835;595;2;0;2;0;1;3;2;0;0;5;0;1;8;20;9;4501;15918;51,72;1,52;2
802;3;3;0;0;0;0;0;0;5;0;0;0;0;187;132;2;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1042;0;57,71;;2
803;6;6;2;0;4;2;1;89;7;0;0;4;1;5732;4601;2;0;0;10;8;2;2;1;3;48;0;0;10;16;9;23592;21768;45,49;2,22;2
804;13;14;12;1;10;3;0;9;21;0;1;11;0;1094;625;2;0;1;4;0;5;4;0;0;4;0;0;7;4;1;2033;20613;46,84;1,63;2
805;10;10;4;1;7;5;4;3;12;0;0;12;1;1176;1143;2;0;7;3;8;2;2;1;0;7;0;0;14;15;10;8164;25417;42,8;2,22;2
806;179;137;39;65;79;73;42;111;3;254;0;122;18;2379;1610;2;0;7;9;15;5;5;7;0;43;3;3;13;15;7;;18192;42,93;1,38;2
807;7;8;2;1;10;5;1;16;10;0;0;12;1;253;0;2;0;0;7;3;0;0;1;3;16;0;0;10;6;8;11624;25444;40,45;2,4;2
